
 num     #instances         #bytes  class name
 896:             3            144  org.springframework.boot.context.properties.bind.Binder$Context
 897:             6            144  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty$$Lambda$266/1141500277
 898:             6            144  org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType
 899:             1            144  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader
 900:             6            144  org.springframework.core.ResolvableType$WildcardBounds
 901:             6            144  org.springframework.core.convert.support.GenericConversionService$Converters
 902:             9            144  org.springframework.util.LinkedMultiValueMap
 903:             6            144  org.springframework.web.accept.ContentNegotiationManager
 904:             9            144  org.springframework.web.context.request.RequestScope
 905:             9            144  org.springframework.web.servlet.mvc.condition.RequestMethodsRequestCondition
 906:             6            144  org.springframework.web.servlet.resource.DefaultResourceResolverChain
 907:             6            144  sun.misc.PerfCounter
 908:             3            144  sun.nio.cs.StreamEncoder
 909:             6            144  sun.rmi.transport.SequenceEntry
 910:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator
 911:             1            136  [Ljava.time.temporal.ChronoField;
 912:             1            136  org.apache.catalina.core.StandardEngine
 913:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
 914:             8            128  com.sun.proxy.$Proxy36
 915:             2            128  java.io.ExpiringCache$1
 916:             8            128  java.lang.ClassLoader$2
 917:             4            128  java.lang.NoSuchFieldException
 918:             4            128  java.security.MessageDigest$Delegate
 919:             4            128  java.util.ArrayList$ListItr
 920:             4            128  java.util.concurrent.SynchronousQueue$TransferStack$SNode
 921:             2            128  java.util.regex.Matcher
 922:             2            128  java.util.stream.SortedOps$OfRef
 923:             4            128  org.apache.catalina.core.ApplicationFilterConfig
 924:             4            128  org.apache.tomcat.util.collections.SynchronizedStack
 925:             4            128  org.springframework.beans.propertyeditors.CustomCollectionEditor
 926:             2            128  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$1
 927:             8            128  org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean$$Lambda$262/416201381
 928:             8            128  org.springframework.core.LocalVariableTableParameterNameDiscoverer$$Lambda$393/1521204009
 929:             2            128  org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache
 930:             4            128  org.springframework.http.converter.support.AllEncompassingFormHttpMessageConverter
 931:             4            128  org.springframework.util.PropertyPlaceholderHelper
 932:             4            128  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 933:             4            128  sun.security.provider.SecureRandom
 934:             3            120  [Lorg.springframework.http.HttpMethod;
 935:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
 936:             5            120  ch.qos.logback.core.subst.Token$Type
 937:             5            120  com.fasterxml.jackson.annotation.Nulls
 938:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
 939:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
 940:             5            120  java.io.ObjectStreamClass$3
 941:             5            120  java.io.ObjectStreamClass$ExceptionInfo
 942:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
 943:             5            120  java.time.format.SignStyle
 944:             3            120  java.util.Collections$SingletonMap
 945:             3            120  java.util.Spliterators$IteratorSpliterator
 946:             5            120  java.util.Vector$1
 947:             5            120  java.util.concurrent.ConcurrentLinkedDeque$Node
 948:             5            120  java.util.concurrent.atomic.AtomicMarkableReference$Pair
 949:             5            120  java.util.stream.ReferencePipeline$2$1
 950:             5            120  java.util.stream.StreamOpFlag$Type
 951:             5            120  javax.management.remote.rmi.RMIConnectionImpl$2
 952:             5            120  javax.management.remote.rmi.RMIConnectionImpl$3
 953:             5            120  javax.management.remote.rmi.RMIConnectionImpl$6
 954:             5            120  javax.management.remote.rmi.RMIConnectionImpl$7
 955:             5            120  javax.servlet.DispatcherType
 956:             5            120  jdk.xml.internal.JdkXmlFeatures$State
 957:             1            120  org.apache.catalina.connector.Connector
 958:             5            120  org.apache.tomcat.util.threads.InlineExecutorService
 959:             3            120  org.springframework.beans.factory.config.ConstructorArgumentValues$ValueHolder
 960:             5            120  org.springframework.boot.ansi.AnsiStyle
 961:             5            120  org.springframework.context.annotation.FilterType
 962:             5            120  org.springframework.core.annotation.MergedAnnotations$SearchStrategy
 963:             5            120  org.springframework.core.io.FileSystemResource
 964:             5            120  org.springframework.http.HttpStatus$Series
 965:             1            120  org.springframework.web.servlet.DispatcherServlet
 966:             3            120  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
 967:             3            120  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
 968:             5            120  org.yaml.snakeyaml.DumperOptions$ScalarStyle
 969:             3            120  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 970:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
 971:             5            120  sun.nio.fs.WindowsPathType
 972:             5            120  sun.rmi.transport.DGCAckHandler
 973:             5            120  sun.util.resources.ParallelListResourceBundle$KeySet
 974:             2            112  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
 975:             2            112  [Ljava.lang.invoke.MethodType;
 976:             2            112  [Lorg.springframework.boot.autoconfigure.cache.CacheType;
 977:             5            112  [Lorg.springframework.core.MethodParameter;
 978:             5            112  [Lorg.springframework.core.io.Resource;
 979:             1            112  [Lorg.yaml.snakeyaml.tokens.Token$ID;
 980:             7            112  com.fasterxml.jackson.databind.type.TypeParser
 981:             7            112  com.sun.proxy.$Proxy17
 982:             7            112  com.sun.proxy.$Proxy27
 983:             7            112  java.nio.channels.spi.AbstractInterruptibleChannel$1
 984:             2            112  javax.management.MBeanServerNotification
 985:             7            112  javax.xml.transform.FactoryFinder$1
 986:             7            112  javax.xml.transform.SecuritySupport$1
 987:             2            112  sun.nio.ch.SinkChannelImpl
 988:             2            112  sun.nio.ch.SourceChannelImpl
 989:             7            112  sun.reflect.Label
 990:             4            104  [Ljava.util.stream.Collector$Characteristics;
 991:             1            104  ch.qos.logback.classic.LoggerContext
 992:             1            104  org.apache.catalina.authenticator.NonLoginAuthenticator
 993:             1            104  org.apache.tomcat.util.net.SocketProperties
 994:             1            104  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor
 995:             1            104  org.springframework.web.servlet.view.InternalResourceViewResolver
 996:             3             96  [F
 997:             2             96  [Lcom.fasterxml.jackson.annotation.PropertyAccessor;
 998:             2             96  [Ljava.beans.PropertyDescriptor;
 999:             2             96  [Lorg.springframework.boot.logging.LogLevel;
1000:             2             96  [Lsun.nio.ch.SelectionKeyImpl;
1001:             4             96  ch.qos.logback.core.pattern.parser.Token
1002:             4             96  ch.qos.logback.core.subst.Token
1003:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
1004:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
1005:             6             96  com.fasterxml.jackson.databind.ObjectMapper$1
1006:             6             96  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
1007:             6             96  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
1008:             6             96  com.fasterxml.jackson.databind.module.SimpleKeyDeserializers
1009:             6             96  com.fasterxml.jackson.databind.util.RootNameLookup
1010:             6             96  com.fasterxml.jackson.datatype.jdk8.Jdk8Deserializers
1011:             6             96  com.fasterxml.jackson.datatype.jdk8.Jdk8Serializers
1012:             6             96  com.fasterxml.jackson.datatype.jdk8.Jdk8TypeModifier
1013:             6             96  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule$1
1014:             3             96  com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer
1015:             6             96  com.fasterxml.jackson.datatype.jsr310.ser.ZoneIdSerializer
1016:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1017:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
1018:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
1019:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
1020:             6             96  com.sun.proxy.$Proxy42
1021:             2             96  java.beans.BeanDescriptor
1022:             3             96  java.lang.StringCoding$StringDecoder
1023:             6             96  java.lang.reflect.Proxy$1
1024:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser
1025:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser
1026:             4             96  java.time.format.FormatStyle
1027:             3             96  java.util.ArrayList$ArrayListSpliterator
1028:             6             96  java.util.EnumMap$EntrySet
1029:             2             96  java.util.Properties$LineReader
1030:             2             96  java.util.concurrent.LinkedBlockingQueue
1031:             4             96  java.util.regex.Pattern$7
1032:             4             96  java.util.regex.Pattern$CharProperty$1
1033:             4             96  java.util.stream.StreamShape
1034:             2             96  java.util.stream.StreamSpliterators$WrappingSpliterator
1035:             4             96  javax.management.NotificationBroadcasterSupport
1036:             2             96  javax.management.openmbean.TabularType
1037:             4             96  org.apache.catalina.webresources.EmptyResource
1038:             4             96  org.apache.commons.logging.LogAdapter$LogApi
1039:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
1040:             3             96  org.apache.tomcat.util.http.ConcurrentDateFormat
1041:             4             96  org.apache.tomcat.util.http.SameSiteCookies
1042:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$BindState
1043:             4             96  org.apache.tomcat.util.net.Acceptor$AcceptorState
1044:             1             96  org.apache.tomcat.util.threads.ThreadPoolExecutor
1045:             1             96  org.apache.tomcat.websocket.server.WsServerContainer
1046:             3             96  org.springframework.beans.factory.support.BeanDefinitionValueResolver
1047:             4             96  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace
1048:             3             96  org.springframework.boot.context.properties.ConfigurationPropertiesBean
1049:             4             96  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$310/713898436
1050:             4             96  org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConversionService
1051:             3             96  org.springframework.boot.context.properties.bind.Binder$$Lambda$137/1449263511
1052:             3             96  org.springframework.boot.context.properties.bind.Binder$$Lambda$138/116237769
1053:             4             96  org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean
1054:             4             96  org.springframework.context.annotation.ScopedProxyMode
1055:             2             96  org.springframework.context.support.DefaultLifecycleProcessor$LifecycleGroup
1056:             6             96  org.springframework.core.DefaultParameterNameDiscoverer
1057:             6             96  org.springframework.core.LocalVariableTableParameterNameDiscoverer
1058:             6             96  org.springframework.core.StandardReflectionParameterNameDiscoverer
1059:             4             96  org.springframework.core.annotation.TypeMappedAnnotations$IsPresent
1060:             4             96  org.springframework.core.env.PropertiesPropertySource
1061:             4             96  org.springframework.core.env.PropertySource$StubPropertySource
1062:             4             96  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
1063:             6             96  org.springframework.web.accept.HeaderContentNegotiationStrategy
1064:             4             96  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1065:             3             96  org.springframework.web.servlet.mvc.condition.PatternsRequestCondition
1066:             1             96  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1067:             4             96  org.springframework.web.servlet.resource.DefaultResourceTransformerChain
1068:             4             96  org.yaml.snakeyaml.nodes.NodeId
1069:             2             96  sun.management.GarbageCollectorImpl
1070:             1             96  sun.misc.Launcher$AppClassLoader
1071:             2             96  sun.misc.ProxyGenerator
1072:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo
1073:             3             96  sun.nio.ch.ServerSocketAdaptor
1074:             2             96  sun.nio.ch.WindowsSelectorImpl$FdMap
1075:             6             96  sun.reflect.ClassDefiner$1
1076:             3             96  sun.rmi.runtime.NewThreadAction
1077:             6             96  sun.rmi.server.UnicastRef2
1078:             1             96  sun.security.jca.ProviderList$1
1079:             1             96  sun.security.provider.Sun
1080:             3             96  sun.util.locale.provider.LocaleServiceProviderPool
1081:             2             88  [Ljava.nio.file.attribute.PosixFilePermission;
1082:             1             88  [Lorg.springframework.boot.ansi.AnsiColor;
1083:             1             88  org.apache.catalina.webresources.StandardRoot
1084:             1             88  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat
1085:             1             88  org.springframework.jmx.export.annotation.AnnotationMBeanExporter
1086:             1             88  sun.misc.Launcher$ExtClassLoader
1087:             1             80  [Ljava.nio.ByteBuffer;
1088:             1             80  [Ljava.time.temporal.ChronoUnit;
1089:             2             80  [Ljava.util.Formatter$FormatString;
1090:             2             80  [Ljava.util.stream.StreamOpFlag$Type;
1091:             2             80  [Ljavax.servlet.DispatcherType;
1092:             1             80  [Ljavax.websocket.CloseReason$CloseCodes;
1093:             2             80  [Lorg.springframework.context.annotation.FilterType;
1094:             2             80  [Lorg.springframework.http.HttpStatus$Series;
1095:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
1096:             5             80  com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout
1097:             5             80  com.sun.jmx.remote.security.SubjectDelegator
1098:             2             80  java.beans.GenericBeanInfo
1099:             2             80  java.io.BufferedWriter
1100:             2             80  java.io.ExpiringCache
1101:             5             80  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
1102:             2             80  java.util.Locale$Category
1103:             5             80  java.util.concurrent.atomic.AtomicMarkableReference
1104:             2             80  java.util.regex.Pattern$Loop
1105:             2             80  java.util.stream.SpinedBuffer
1106:             5             80  javax.management.remote.rmi.RMIConnectionImpl$1
1107:             5             80  javax.management.remote.rmi.RMIConnectionImpl_Stub
1108:             2             80  jdk.xml.internal.JdkXmlFeatures$XmlFeature
1109:             1             80  org.apache.catalina.core.StandardService
1110:             1             80  org.apache.catalina.servlets.DefaultServlet
1111:             1             80  org.apache.catalina.startup.Tomcat$SimpleRealm
1112:             1             80  org.apache.coyote.RequestGroupInfo
1113:             2             80  org.springframework.beans.propertyeditors.CustomBooleanEditor
1114:             1             80  org.springframework.boot.SpringApplication
1115:             1             80  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping
1116:             5             80  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$427/1801422599
1117:             5             80  org.springframework.boot.convert.ArrayToDelimitedStringConverter
1118:             5             80  org.springframework.boot.convert.DelimitedStringToArrayConverter
1119:             5             80  org.springframework.boot.convert.DelimitedStringToCollectionConverter
1120:             2             80  org.springframework.cglib.proxy.Enhancer$EnhancerKey$$KeyFactoryByCGLIB$$4ce19e8f
1121:             2             80  org.springframework.context.event.SimpleApplicationEventMulticaster
1122:             1             80  org.springframework.context.support.PropertySourcesPlaceholderConfigurer
1123:             5             80  org.springframework.web.cors.DefaultCorsProcessor
1124:             1             80  org.springframework.web.servlet.function.support.RouterFunctionMapping
1125:             1             80  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
1126:             1             80  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping
1127:             1             80  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
1128:             2             80  sun.management.MemoryManagerImpl
1129:             2             80  sun.misc.Cleaner
1130:             2             80  sun.nio.ch.SocketAdaptor
1131:             1             80  sun.reflect.misc.MethodUtil
1132:             5             80  sun.rmi.transport.DGCAckHandler$1
1133:             2             80  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint
1134:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
1135:             1             72  [Ljavax.management.openmbean.SimpleType;
1136:             3             72  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertySource;
1137:             2             72  [Lsun.security.jca.ProviderConfig;
1138:             1             72  ch.qos.logback.core.ConsoleAppender
1139:             3             72  ch.qos.logback.core.pattern.FormatInfo
1140:             3             72  ch.qos.logback.core.spi.FilterReply
1141:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
1142:             3             72  com.fasterxml.jackson.databind.PropertyName
1143:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
1144:             1             72  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
1145:             3             72  com.sun.jmx.mbeanserver.MBeanAnalyzer$AttrMethods
1146:             3             72  java.io.OutputStreamWriter
1147:             3             72  java.lang.annotation.RetentionPolicy
1148:             3             72  java.net.InetAddress$CacheEntry
1149:             3             72  java.net.NetworkInterface$2
1150:             3             72  java.net.Proxy$Type
1151:             3             72  java.security.SecurityPermission
1152:             3             72  java.time.ZoneOffset
1153:             3             72  java.time.format.ResolverStyle
1154:             3             72  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1
1155:             1             72  java.util.ResourceBundle$RBClassLoader
1156:             3             72  java.util.concurrent.LinkedBlockingQueue$Node
1157:             1             72  java.util.logging.LogManager$RootLogger
1158:             3             72  java.util.regex.Pattern$Prolog
1159:             3             72  java.util.stream.Collector$Characteristics
1160:             3             72  java.util.stream.MatchOps$MatchKind
1161:             3             72  javax.management.ObjectInstance
1162:             3             72  javax.servlet.SessionTrackingMode
1163:             3             72  org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight
1164:             3             72  org.apache.tomcat.util.buf.EncodedSolidusHandling
1165:             3             72  org.springframework.beans.factory.annotation.Autowire
1166:             1             72  org.springframework.beans.factory.config.DependencyDescriptor$1
1167:             3             72  org.springframework.beans.factory.config.EmbeddedValueResolver
1168:             3             72  org.springframework.beans.factory.config.YamlProcessor$ResolutionMethod
1169:             3             72  org.springframework.beans.factory.support.DefaultListableBeanFactory$$Lambda$248/1896552614
1170:             3             72  org.springframework.beans.factory.support.DefaultListableBeanFactory$1
1171:             3             72  org.springframework.boot.Banner$Mode
1172:             3             72  org.springframework.boot.WebApplicationType
1173:             3             72  org.springframework.boot.ansi.AnsiOutput$Enabled
1174:             3             72  org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type
1175:             3             72  org.springframework.boot.autoconfigure.condition.SearchStrategy
1176:             3             72  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute
1177:             1             72  org.springframework.boot.autoconfigure.web.ServerProperties
1178:             1             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration
1179:             3             72  org.springframework.boot.context.properties.bind.BindConverter$ResolvableTypeDescriptor
1180:             3             72  org.springframework.boot.context.properties.bind.BoundPropertiesTrackingBindHandler
1181:             3             72  org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean$$Lambda$265/1271041075
1182:             3             72  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanSupplier
1183:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form
1184:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyState
1185:             1             72  org.springframework.boot.jackson.JsonComponentModule
1186:             3             72  org.springframework.context.annotation.AnnotationScopeMetadataResolver
1187:             1             72  org.springframework.context.annotation.ClassPathBeanDefinitionScanner
1188:             3             72  org.springframework.core.NamedThreadLocal
1189:             3             72  org.springframework.core.annotation.PackagesAnnotationFilter
1190:             3             72  org.springframework.expression.spel.SpelCompilerMode
1191:             3             72  org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type
1192:             3             72  org.springframework.http.converter.ResourceRegionHttpMessageConverter
1193:             3             72  org.springframework.http.converter.json.Jackson2ObjectMapperBuilder$$Lambda$122/1038764714
1194:             3             72  org.springframework.jmx.support.RegistrationPolicy
1195:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1196:             3             72  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition
1197:             3             72  org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver
1198:             3             72  org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver
1199:             3             72  org.yaml.snakeyaml.DumperOptions$FlowStyle
1200:             3             72  org.yaml.snakeyaml.DumperOptions$LineBreak
1201:             3             72  org.yaml.snakeyaml.introspector.BeanAccess
1202:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
1203:             3             72  sun.misc.ObjectInputFilter$Status
1204:             3             72  sun.misc.URLClassPath$FileLoader
1205:             3             72  sun.net.www.protocol.jar.JarURLConnection$JarURLInputStream
1206:             3             72  sun.security.provider.PolicyFile$PolicyEntry
1207:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
1208:             1             64  [Lcom.fasterxml.jackson.annotation.JsonFormat$Shape;
1209:             2             64  [Ljava.lang.annotation.RetentionPolicy;
1210:             2             64  [Ljava.lang.invoke.LambdaFormEditor$Transform;
1211:             2             64  [Ljavax.servlet.SessionTrackingMode;
1212:             1             64  [Lorg.apache.catalina.LifecycleState;
1213:             3             64  [Lorg.apache.catalina.connector.Connector;
1214:             2             64  [Lorg.springframework.beans.factory.annotation.Autowire;
1215:             2             64  [Lorg.springframework.boot.ansi.AnsiOutput$Enabled;
1216:             2             64  [Lorg.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type;
1217:             2             64  [Lorg.springframework.boot.autoconfigure.condition.SearchStrategy;
1218:             2             64  [Lorg.springframework.context.annotation.ScopedProxyMode;
1219:             2             64  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
1220:             2             64  [Lorg.yaml.snakeyaml.nodes.NodeId;
1221:             1             64  ch.qos.logback.classic.PatternLayout
1222:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
1223:             2             64  ch.qos.logback.core.util.COWArrayList
1224:             2             64  ch.qos.logback.core.util.CachingDateFormatter
1225:             2             64  com.fasterxml.jackson.core.io.SerializedString
1226:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
1227:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
1228:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
1229:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
1230:             2             64  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property
1231:             4             64  com.sun.proxy.$Proxy1
1232:             4             64  com.sun.proxy.$Proxy35
1233:             4             64  com.sun.proxy.$Proxy38
1234:             4             64  com.sun.proxy.$Proxy52
1235:             4             64  com.sun.proxy.$Proxy8
1236:             2             64  java.io.FileOutputStream
1237:             2             64  java.io.PrintStream
1238:             2             64  java.lang.ClassValue$Entry
1239:             2             64  java.lang.VirtualMachineError
1240:             2             64  java.lang.ref.ReferenceQueue$Null
1241:             2             64  java.lang.reflect.WeakCache$Factory
1242:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser
1243:             2             64  java.time.temporal.IsoFields$Unit
1244:             2             64  java.util.Formatter
1245:             4             64  java.util.Hashtable$EntrySet
1246:             2             64  java.util.Random
1247:             2             64  java.util.Spliterators$ArraySpliterator
1248:             2             64  java.util.concurrent.CountDownLatch$Sync
1249:             2             64  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
1250:             2             64  java.util.logging.LogManager$LoggerContext$1
1251:             1             64  java.util.stream.ReferencePipeline$7
1252:             2             64  javax.management.MBeanConstructorInfo
1253:             2             64  javax.management.NotCompliantMBeanException
1254:             1             64  javax.management.remote.rmi.RMIConnectorServer
1255:             1             64  org.apache.catalina.core.ApplicationContext
1256:             1             64  org.apache.catalina.loader.WebappLoader
1257:             1             64  org.apache.catalina.mapper.Mapper$ContextVersion
1258:             1             64  org.apache.catalina.valves.ErrorReportValve
1259:             1             64  org.apache.catalina.webresources.DirResourceSet
1260:             2             64  org.apache.commons.logging.impl.WeakHashtable$WeakKey
1261:             2             64  org.apache.tomcat.util.collections.SynchronizedQueue
1262:             2             64  org.apache.tomcat.util.threads.TaskThreadFactory
1263:             2             64  org.springframework.beans.propertyeditors.CharacterEditor
1264:             1             64  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Accesslog
1265:             1             64  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow
1266:             1             64  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties
1267:             2             64  org.springframework.boot.availability.AvailabilityChangeEvent
1268:             4             64  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$308/1765702
1269:             4             64  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$309/1302725372
1270:             4             64  org.springframework.boot.context.properties.bind.BindConverter
1271:             4             64  org.springframework.boot.context.properties.bind.BindConverter$CompositeConversionService
1272:             4             64  org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConverter
1273:             1             64  org.springframework.cglib.core.KeyFactory$Generator
1274:             1             64  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
1275:             2             64  org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl
1276:             1             64  org.springframework.context.annotation.ConfigurationClassPostProcessor
1277:             4             64  org.springframework.core.convert.support.CollectionToArrayConverter
1278:             4             64  org.springframework.core.convert.support.CollectionToStringConverter
1279:             4             64  org.springframework.core.env.MutablePropertySources
1280:             2             64  org.springframework.core.type.filter.AnnotationTypeFilter
1281:             2             64  org.springframework.expression.spel.SpelParserConfiguration
1282:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$CalendarToDateConverter
1283:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$CalendarToLongConverter
1284:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$DateToCalendarConverter
1285:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$DateToLongConverter
1286:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$LongToCalendarConverter
1287:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$LongToDateConverter
1288:             2             64  org.springframework.web.context.support.StandardServletEnvironment
1289:             4             64  org.springframework.web.method.annotation.ModelMethodProcessor
1290:             2             64  org.springframework.web.servlet.config.annotation.InterceptorRegistration
1291:             2             64  org.springframework.web.servlet.config.annotation.ResourceHandlerRegistration
1292:             2             64  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistration
1293:             2             64  org.springframework.web.servlet.resource.PathResourceResolver
1294:             1             64  org.springframework.web.servlet.view.AbstractCachingViewResolver$2
1295:             2             64  sun.nio.ch.AllocatedNativeObject
1296:             2             64  sun.nio.ch.PollArrayWrapper
1297:             2             64  sun.nio.ch.WindowsSelectorImpl$SubSelector
1298:             2             64  sun.reflect.UnsafeObjectFieldAccessorImpl
1299:             2             64  sun.reflect.generics.repository.ConstructorRepository
1300:             2             64  sun.rmi.transport.tcp.TCPTransport
1301:             4             64  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler$$Lambda$234/302928275
1302:             2             64  sun.util.locale.provider.LocaleResources
1303:             1             56  [Ljava.lang.Runnable;
1304:             1             56  [Ljava.text.Format;
1305:             3             56  [Lorg.springframework.context.annotation.ComponentScan$Filter;
1306:             1             56  [Lorg.yaml.snakeyaml.events.Event$ID;
1307:             1             56  [Lsun.util.logging.PlatformLogger$Level;
1308:             1             56  ch.qos.logback.classic.encoder.PatternLayoutEncoder
1309:             1             56  com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer
1310:             1             56  com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer
1311:             1             56  com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer
1312:             1             56  java.util.logging.LogManager
1313:             1             56  javax.management.remote.rmi.RMIJRMPServerImpl
1314:             1             56  org.apache.catalina.core.StandardContextValve
1315:             1             56  org.apache.catalina.core.StandardEngineValve
1316:             1             56  org.apache.catalina.core.StandardHostValve
1317:             1             56  org.apache.catalina.util.StandardSessionIdGenerator
1318:             1             56  org.apache.catalina.webresources.Cache
1319:             1             56  org.apache.commons.logging.impl.WeakHashtable
1320:             1             56  org.apache.tomcat.util.modeler.NoDescriptorRegistry
1321:             1             56  org.apache.tomcat.util.modeler.NoDescriptorRegistry$PassthroughMBean
1322:             1             56  org.apache.tomcat.util.net.NioSelectorPool
