
 num     #instances         #bytes  class name
1579:             1             40  org.springframework.web.servlet.mvc.support.DefaultHandlerExceptionResolver
1580:             1             40  sun.management.DiagnosticCommandImpl
1581:             1             40  sun.nio.cs.StandardCharsets$Aliases
1582:             1             40  sun.nio.cs.StandardCharsets$Cache
1583:             1             40  sun.nio.cs.StandardCharsets$Classes
1584:             1             40  sun.nio.cs.ext.ExtendedCharsets
1585:             1             40  sun.rmi.server.UnicastServerRef
1586:             1             40  sun.util.logging.resources.logging
1587:             1             40  sun.util.logging.resources.logging_zh_CN
1588:             1             32  [Lch.qos.logback.core.spi.FilterReply;
1589:             1             32  [Lch.qos.logback.core.subst.Tokenizer$TokenizerState;
1590:             1             32  [Lcom.fasterxml.jackson.annotation.JsonCreator$Mode;
1591:             1             32  [Lcom.fasterxml.jackson.core.JsonFactory$Feature;
1592:             1             32  [Lcom.sun.beans.util.Cache$Kind;
1593:             2             32  [Ljava.lang.Enum;
1594:             1             32  [Ljava.lang.OutOfMemoryError;
1595:             1             32  [Ljava.lang.ThreadGroup;
1596:             1             32  [Ljava.lang.management.MemoryManagerMXBean;
1597:             1             32  [Ljava.net.Proxy$Type;
1598:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser;
1599:             1             32  [Ljava.time.format.FormatStyle;
1600:             1             32  [Ljava.time.format.ResolverStyle;
1601:             1             32  [Ljava.time.temporal.IsoFields$Field;
1602:             1             32  [Ljava.util.stream.MatchOps$MatchKind;
1603:             1             32  [Ljava.util.stream.StreamShape;
1604:             2             32  [Lorg.apache.catalina.Session;
1605:             1             32  [Lorg.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight;
1606:             1             32  [Lorg.apache.commons.logging.LogAdapter$LogApi;
1607:             1             32  [Lorg.apache.tomcat.util.buf.EncodedSolidusHandling;
1608:             1             32  [Lorg.apache.tomcat.util.descriptor.web.FilterMap;
1609:             1             32  [Lorg.apache.tomcat.util.http.ConcurrentDateFormat;
1610:             1             32  [Lorg.apache.tomcat.util.http.SameSiteCookies;
1611:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$BindState;
1612:             1             32  [Lorg.apache.tomcat.util.net.Acceptor$AcceptorState;
1613:             1             32  [Lorg.springframework.beans.factory.config.YamlProcessor$ResolutionMethod;
1614:             1             32  [Lorg.springframework.boot.Banner$Mode;
1615:             1             32  [Lorg.springframework.boot.WebApplicationType;
1616:             1             32  [Lorg.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute;
1617:             1             32  [Lorg.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace;
1618:             1             32  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyName$Form;
1619:             1             32  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyState;
1620:             1             32  [Lorg.springframework.boot.web.servlet.ServletContextInitializer;
1621:             1             32  [Lorg.springframework.cglib.proxy.Callback;
1622:             1             32  [Lorg.springframework.core.annotation.TypeMappedAnnotations$IsPresent;
1623:             1             32  [Lorg.springframework.expression.spel.SpelCompilerMode;
1624:             1             32  [Lorg.springframework.jmx.support.RegistrationPolicy;
1625:             2             32  [Lorg.springframework.web.context.request.async.CallableProcessingInterceptor;
1626:             2             32  [Lorg.springframework.web.context.request.async.DeferredResultProcessingInterceptor;
1627:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$FlowStyle;
1628:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$LineBreak;
1629:             1             32  [Lorg.yaml.snakeyaml.introspector.BeanAccess;
1630:             1             32  [Lsun.misc.ObjectInputFilter$Status;
1631:             1             32  [Lsun.nio.fs.NativeBuffer;
1632:             1             32  ch.qos.logback.classic.jul.LevelChangePropagator
1633:             1             32  ch.qos.logback.classic.pattern.LevelConverter
1634:             1             32  ch.qos.logback.classic.pattern.LineSeparatorConverter
1635:             1             32  ch.qos.logback.classic.pattern.MessageConverter
1636:             1             32  ch.qos.logback.classic.pattern.ThreadConverter
1637:             1             32  ch.qos.logback.classic.spi.LoggerContextVO
1638:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
1639:             1             32  com.fasterxml.jackson.annotation.JsonInclude$Value
1640:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
1641:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
1642:             1             32  com.fasterxml.jackson.databind.ser.std.CalendarSerializer
1643:             1             32  com.fasterxml.jackson.databind.ser.std.DateSerializer
1644:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
1645:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
1646:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
1647:             1             32  com.fasterxml.jackson.databind.type.TypeBindings
1648:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.LocalDateDeserializer
1649:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.LocalDateTimeDeserializer
1650:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.LocalTimeDeserializer
1651:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.MonthDayDeserializer
1652:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.OffsetTimeDeserializer
1653:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.YearDeserializer
1654:             1             32  com.fasterxml.jackson.datatype.jsr310.deser.YearMonthDeserializer
1655:             1             32  com.horkr.jdk.learn.JdkLearnApp$$EnhancerBySpringCGLIB$$4eb9734c
1656:             2             32  com.sun.beans.WeakCache
1657:             2             32  com.sun.jmx.mbeanserver.PerInterface$InitMaps
1658:             1             32  com.sun.jmx.mbeanserver.Repository
1659:             1             32  com.sun.jmx.mbeanserver.Repository$ObjectNamePattern
1660:             2             32  com.sun.proxy.$Proxy13
1661:             2             32  com.sun.proxy.$Proxy31
1662:             2             32  com.sun.proxy.$Proxy40
1663:             2             32  com.sun.proxy.$Proxy47
1664:             1             32  java.beans.PropertyChangeEvent
1665:             2             32  java.io.FilePermission$1
1666:             1             32  java.io.SerializablePermission
1667:             1             32  java.io.WinNTFileSystem
1668:             1             32  java.lang.ArithmeticException
1669:             1             32  java.lang.Exception
1670:             1             32  java.lang.IncompatibleClassChangeError
1671:             1             32  java.lang.NullPointerException
1672:             2             32  java.lang.Shutdown$Lock
1673:             1             32  java.lang.reflect.WeakCache
1674:             2             32  java.nio.ByteOrder
1675:             1             32  java.nio.DirectByteBuffer$Deallocator
1676:             2             32  java.nio.channels.spi.AbstractSelector$1
1677:             2             32  java.security.AllPermission
1678:             1             32  java.text.DontCareFieldPosition
1679:             1             32  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser
1680:             2             32  java.util.AbstractMap$1
1681:             2             32  java.util.Comparator$$Lambda$8/1597462040
1682:             1             32  java.util.concurrent.ConcurrentSkipListMap$HeadIndex
1683:             2             32  java.util.concurrent.CountDownLatch
1684:             1             32  java.util.concurrent.SynchronousQueue
1685:             2             32  java.util.concurrent.ThreadPoolExecutor$AbortPolicy
1686:             1             32  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
1687:             2             32  java.util.logging.ErrorManager
1688:             1             32  java.util.logging.LogManager$SystemLoggerContext
1689:             2             32  java.util.stream.AbstractPipeline$$Lambda$65/1943325854
1690:             1             32  java.util.stream.FindOps$FindOp
1691:             1             32  java.util.stream.SortedOps$RefSortingSink
1692:             1             32  java.util.stream.SortedOps$SizedRefSortingSink
1693:             2             32  java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$66/1413378318
1694:             2             32  java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$67/1667689440
1695:             1             32  javax.management.InstanceNotFoundException
1696:             1             32  javax.management.remote.JMXServiceURL
1697:             1             32  org.apache.catalina.mapper.Mapper
1698:             1             32  org.apache.catalina.mapper.Mapper$MappedHost
1699:             2             32  org.apache.commons.logging.LogFactoryService
1700:             1             32  org.apache.coyote.AbstractProtocol$ConnectionHandler
1701:             1             32  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap
1702:             1             32  org.apache.tomcat.util.descriptor.web.ErrorPage
1703:             1             32  org.apache.tomcat.util.descriptor.web.LoginConfig
1704:             1             32  org.apache.tomcat.util.scan.StandardJarScanner
1705:             1             32  org.apache.tomcat.util.threads.LimitLatch
1706:             1             32  org.apache.tomcat.util.threads.LimitLatch$Sync
1707:             1             32  org.apache.tomcat.websocket.server.WsWriteTimeout
1708:             1             32  org.springframework.beans.factory.config.RuntimeBeanReference
1709:             1             32  org.springframework.beans.factory.support.BeanDefinitionDefaults
1710:             2             32  org.springframework.beans.factory.support.NullBean
1711:             1             32  org.springframework.beans.propertyeditors.CustomMapEditor
1712:             1             32  org.springframework.beans.propertyeditors.PatternEditor
1713:             1             32  org.springframework.boot.DefaultApplicationArguments$Source
1714:             1             32  org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar
1715:             1             32  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport
1716:             1             32  org.springframework.boot.autoconfigure.jmx.ParentAwareNamingStrategy
1717:             1             32  org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener
1718:             2             32  org.springframework.boot.autoconfigure.mustache.MustacheTemplateAvailabilityProvider
1719:             1             32  org.springframework.boot.autoconfigure.task.TaskExecutionProperties$Pool
1720:             2             32  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafTemplateAvailabilityProvider
1721:             1             32  org.springframework.boot.autoconfigure.web.ResourceProperties
1722:             1             32  org.springframework.boot.autoconfigure.web.ServerProperties$Jetty
1723:             1             32  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Accesslog
1724:             1             32  org.springframework.boot.autoconfigure.web.format.WebConversionService
1725:             2             32  org.springframework.boot.autoconfigure.web.servlet.JspTemplateAvailabilityProvider
1726:             1             32  org.springframework.boot.autoconfigure.web.servlet.MultipartProperties
1727:             1             32  org.springframework.boot.autoconfigure.web.servlet.error.DefaultErrorViewResolver
1728:             1             32  org.springframework.boot.context.config.ConfigFileApplicationListener
1729:             1             32  org.springframework.boot.context.event.ApplicationReadyEvent
1730:             1             32  org.springframework.boot.context.event.ApplicationStartedEvent
1731:             2             32  org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper$$Lambda$50/1693847660
1732:             1             32  org.springframework.boot.convert.ApplicationConversionService
1733:             2             32  org.springframework.boot.convert.StringToDataSizeConverter
1734:             2             32  org.springframework.boot.convert.StringToDurationConverter
1735:             2             32  org.springframework.boot.convert.StringToPeriodConverter
1736:             1             32  org.springframework.boot.env.OriginTrackedMapPropertySource
1737:             1             32  org.springframework.boot.logging.logback.LogbackLoggingSystem$1
1738:             1             32  org.springframework.boot.web.embedded.tomcat.TomcatWebServer
1739:             1             32  org.springframework.boot.web.server.Compression
1740:             2             32  org.springframework.boot.web.server.MimeMappings
1741:             1             32  org.springframework.boot.web.servlet.context.ServletWebServerInitializedEvent
1742:             1             32  org.springframework.boot.web.servlet.server.Encoding
1743:             1             32  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData
1744:             2             32  org.springframework.cglib.core.AbstractClassGenerator$Source
1745:             1             32  org.springframework.cglib.core.ClassNameReader$EarlyExitException
1746:             1             32  org.springframework.cglib.core.WeakCacheKey
1747:             2             32  org.springframework.cglib.proxy.DispatcherGenerator
1748:             1             32  org.springframework.cglib.proxy.Enhancer$EnhancerFactoryData
1749:             1             32  org.springframework.cglib.proxy.MethodProxy
1750:             1             32  org.springframework.cglib.proxy.MethodProxy$CreateInfo
1751:             1             32  org.springframework.context.annotation.AnnotatedBeanDefinitionReader
1752:             2             32  org.springframework.context.annotation.ConditionEvaluator
1753:             1             32  org.springframework.context.annotation.ConfigurationClassParser$ImportStack
1754:             1             32  org.springframework.context.support.DefaultLifecycleProcessor
1755:             1             32  org.springframework.context.support.DefaultLifecycleProcessor$$Lambda$451/1937693946
1756:             1             32  org.springframework.context.support.DelegatingMessageSource
1757:             1             32  org.springframework.context.support.PropertySourcesPlaceholderConfigurer$1
1758:             1             32  org.springframework.core.annotation.TypeMappedAnnotations$Aggregate
1759:             2             32  org.springframework.core.convert.support.ArrayToCollectionConverter
1760:             2             32  org.springframework.core.convert.support.ArrayToObjectConverter
1761:             2             32  org.springframework.core.convert.support.ArrayToStringConverter
1762:             2             32  org.springframework.core.convert.support.ByteBufferConverter
1763:             2             32  org.springframework.core.convert.support.CharacterToNumberFactory
1764:             2             32  org.springframework.core.convert.support.CollectionToCollectionConverter
1765:             2             32  org.springframework.core.convert.support.CollectionToObjectConverter
1766:             2             32  org.springframework.core.convert.support.EnumToIntegerConverter
1767:             2             32  org.springframework.core.convert.support.EnumToStringConverter
1768:             2             32  org.springframework.core.convert.support.FallbackObjectToStringConverter
1769:             2             32  org.springframework.core.convert.support.GenericConversionService$NoOpConverter
1770:             2             32  org.springframework.core.convert.support.IdToEntityConverter
1771:             2             32  org.springframework.core.convert.support.IntegerToEnumConverterFactory
1772:             2             32  org.springframework.core.convert.support.MapToMapConverter
1773:             2             32  org.springframework.core.convert.support.NumberToCharacterConverter
1774:             2             32  org.springframework.core.convert.support.NumberToNumberConverterFactory
1775:             2             32  org.springframework.core.convert.support.ObjectToArrayConverter
1776:             2             32  org.springframework.core.convert.support.ObjectToCollectionConverter
1777:             2             32  org.springframework.core.convert.support.ObjectToObjectConverter
1778:             2             32  org.springframework.core.convert.support.ObjectToOptionalConverter
1779:             2             32  org.springframework.core.convert.support.PropertiesToStringConverter
1780:             2             32  org.springframework.core.convert.support.StreamConverter
1781:             2             32  org.springframework.core.convert.support.StringToArrayConverter
1782:             2             32  org.springframework.core.convert.support.StringToBooleanConverter
1783:             2             32  org.springframework.core.convert.support.StringToCharacterConverter
1784:             2             32  org.springframework.core.convert.support.StringToCharsetConverter
1785:             2             32  org.springframework.core.convert.support.StringToCollectionConverter
1786:             2             32  org.springframework.core.convert.support.StringToCurrencyConverter
1787:             2             32  org.springframework.core.convert.support.StringToEnumConverterFactory
1788:             2             32  org.springframework.core.convert.support.StringToLocaleConverter
1789:             2             32  org.springframework.core.convert.support.StringToNumberConverterFactory
1790:             2             32  org.springframework.core.convert.support.StringToPropertiesConverter
1791:             2             32  org.springframework.core.convert.support.StringToTimeZoneConverter
1792:             2             32  org.springframework.core.convert.support.StringToUUIDConverter
1793:             2             32  org.springframework.core.convert.support.ZoneIdToTimeZoneConverter
1794:             2             32  org.springframework.core.convert.support.ZonedDateTimeToCalendarConverter
1795:             2             32  org.springframework.core.env.AbstractPropertyResolver$$Lambda$129/1374026904
1796:             1             32  org.springframework.core.env.StandardEnvironment
1797:             1             32  org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter
1798:             2             32  org.springframework.expression.spel.standard.SpelExpressionParser
1799:             2             32  org.springframework.format.datetime.DateTimeFormatAnnotationFormatterFactory
1800:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToInstantConverter
1801:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalDateConverter
1802:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalDateTimeConverter
1803:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalTimeConverter
1804:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToOffsetDateTimeConverter
1805:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToZonedDateTimeConverter
1806:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$InstantToLongConverter
1807:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$LocalDateTimeToLocalDateConverter
1808:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$LocalDateTimeToLocalTimeConverter
1809:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$LongToInstantConverter
1810:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToInstantConverter
1811:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalDateConverter
1812:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalDateTimeConverter
1813:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalTimeConverter
1814:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToZonedDateTimeConverter
1815:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToInstantConverter
1816:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalDateConverter
1817:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalDateTimeConverter
1818:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalTimeConverter
1819:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToOffsetDateTimeConverter
1820:             2             32  org.springframework.format.datetime.standard.DurationFormatter
1821:             2             32  org.springframework.format.datetime.standard.InstantFormatter
1822:             2             32  org.springframework.format.datetime.standard.Jsr310DateTimeFormatAnnotationFormatterFactory
1823:             2             32  org.springframework.format.datetime.standard.MonthDayFormatter
1824:             2             32  org.springframework.format.datetime.standard.MonthFormatter
1825:             2             32  org.springframework.format.datetime.standard.PeriodFormatter
1826:             2             32  org.springframework.format.datetime.standard.YearFormatter
1827:             2             32  org.springframework.format.datetime.standard.YearMonthFormatter
1828:             2             32  org.springframework.format.number.NumberFormatAnnotationFormatterFactory
1829:             2             32  org.springframework.jmx.export.annotation.AnnotationJmxAttributeSource
1830:             1             32  org.springframework.jmx.export.assembler.MetadataMBeanInfoAssembler
1831:             1             32  org.springframework.jmx.export.assembler.SimpleReflectiveMBeanInfoAssembler
1832:             1             32  org.springframework.jmx.export.naming.KeyNamingStrategy
1833:             1             32  org.springframework.jmx.support.MBeanServerFactoryBean
1834:             2             32  org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolver
1835:             1             32  org.springframework.web.servlet.config.annotation.AsyncSupportConfigurer
1836:             2             32  org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda$418/1002041276
1837:             1             32  org.springframework.web.servlet.config.annotation.ViewControllerRegistry
1838:             1             32  org.springframework.web.servlet.config.annotation.ViewResolverRegistry
1839:             2             32  org.springframework.web.servlet.mvc.condition.HeadersRequestCondition
1840:             2             32  org.springframework.web.servlet.mvc.method.annotation.JsonViewResponseBodyAdvice
1841:             2             32  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver
1842:             2             32  org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler
1843:             2             32  org.springframework.web.servlet.mvc.method.annotation.PathVariableMapMethodArgumentResolver
1844:             1             32  org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler
1845:             2             32  org.springframework.web.servlet.mvc.method.annotation.RedirectAttributesMethodArgumentResolver
1846:             1             32  org.springframework.web.servlet.mvc.method.annotation.RequestPartMethodArgumentResolver
1847:             1             32  org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver
1848:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandler
1849:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler
1850:             2             32  org.springframework.web.servlet.resource.ResourceHttpRequestHandler$$Lambda$443/2128961136
1851:             1             32  org.springframework.web.servlet.resource.ResourceUrlProvider
1852:             1             32  org.springframework.web.servlet.view.BeanNameViewResolver
1853:             1             32  sun.instrument.InstrumentationImpl
1854:             1             32  sun.management.jmxremote.LocalRMIServerSocketFactory$1
1855:             2             32  sun.net.www.protocol.file.Handler
1856:             2             32  sun.nio.ch.PipeImpl$Initializer$LoopbackConnector
1857:             2             32  sun.nio.ch.SocketDispatcher
1858:             2             32  sun.nio.ch.Util$3
1859:             1             32  sun.nio.cs.StandardCharsets
1860:             1             32  sun.nio.fs.NativeBuffer
1861:             1             32  sun.nio.fs.WindowsFileSystem
1862:             2             32  sun.reflect.generics.tree.ArrayTypeSignature
1863:             2             32  sun.rmi.server.WeakClassHashMap$ValueCell
1864:             1             32  sun.rmi.transport.DGCImpl$LeaseInfo
1865:             1             32  sun.rmi.transport.proxy.RMIMasterSocketFactory
1866:             1             32  sun.rmi.transport.tcp.TCPTransport$AcceptLoop
1867:             1             32  sun.security.provider.PolicyFile
1868:             1             32  sun.security.provider.PolicyFile$PolicyInfo
1869:             1             24  [Lch.qos.logback.core.joran.spi.ConsoleTarget;
1870:             1             24  [Lch.qos.logback.core.subst.Node$Type;
1871:             1             24  [Ljava.io.File$PathStatus;
1872:             1             24  [Ljava.lang.ClassValue$Entry;
1873:             1             24  [Ljava.net.InetAddress$Cache$Type;
1874:             1             24  [Ljava.net.StandardProtocolFamily;
1875:             1             24  [Ljava.time.temporal.IsoFields$Unit;
1876:             1             24  [Ljava.util.Locale$Category;
1877:             1             24  [Ljavax.management.openmbean.OpenMBeanParameterInfo;
1878:             1             24  [Lorg.apache.catalina.Service;
1879:             1             24  [Lorg.apache.catalina.mapper.Mapper$ContextVersion;
1880:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedContext;
1881:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedHost;
1882:             1             24  [Lorg.springframework.beans.factory.config.DependencyDescriptor;
1883:             1             24  [Lorg.springframework.boot.autoconfigure.condition.ConditionMessage$Style;
1884:             1             24  [Lorg.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter;
1885:             1             24  [Lorg.springframework.boot.autoconfigure.web.ServerProperties$Jetty$Accesslog$FORMAT;
1886:             1             24  [Lorg.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$LocaleResolver;
1887:             1             24  [Lorg.springframework.boot.availability.LivenessState;
1888:             1             24  [Lorg.springframework.boot.availability.ReadinessState;
1889:             1             24  [Lorg.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check;
1890:             1             24  [Lorg.springframework.boot.context.properties.ConfigurationPropertiesBean$BindMethod;
1891:             1             24  [Lorg.springframework.boot.context.properties.bind.DataObjectBinder;
1892:             1             24  [Lorg.springframework.boot.web.server.Shutdown;
1893:             1             24  [Lorg.springframework.boot.web.servlet.server.Encoding$Type;
1894:             1             24  [Lorg.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase;
1895:             1             24  [Lorg.springframework.core.ResolvableType$WildcardBounds$Kind;
1896:             1             24  [Lorg.springframework.core.annotation.IntrospectionFailureLogger;
1897:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$ReferenceType;
1898:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$Restructure;
1899:             1             24  [Lorg.yaml.snakeyaml.DumperOptions$NonPrintableStyle;
1900:             1             24  [Lsun.launcher.LauncherHelper;
1901:             1             24  [Lsun.misc.JavaSecurityProtectionDomainAccess$ProtectionDomainCache;
1902:             1             24  ch.qos.logback.classic.BasicConfigurator
1903:             1             24  ch.qos.logback.classic.spi.TurboFilterList
1904:             1             24  ch.qos.logback.classic.util.ContextSelectorStaticBinder
1905:             1             24  ch.qos.logback.classic.util.LogbackMDCAdapter
1906:             1             24  com.fasterxml.jackson.annotation.JsonFormat$Features
1907:             1             24  com.fasterxml.jackson.annotation.JsonSetter$Value
1908:             1             24  com.fasterxml.jackson.core.util.Separators
1909:             1             24  com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl
1910:             1             24  com.fasterxml.jackson.databind.introspect.AnnotatedClass$Creators
1911:             1             24  com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector
1912:             1             24  com.fasterxml.jackson.databind.ser.impl.FailingSerializer
1913:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.DurationDeserializer
1914:             1             24  com.fasterxml.jackson.module.paramnames.ParameterNamesAnnotationIntrospector
1915:             1             24  com.sun.beans.util.Cache$Kind$1
1916:             1             24  com.sun.beans.util.Cache$Kind$2
1917:             1             24  com.sun.beans.util.Cache$Kind$3
1918:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport
1919:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup
1920:             1             24  com.sun.jmx.mbeanserver.StandardMBeanSupport
1921:             1             24  java.io.InputStreamReader
1922:             1             24  java.lang.Class$4
1923:             1             24  java.lang.ClassValue$Version
1924:             1             24  java.lang.Double
1925:             1             24  java.lang.invoke.MethodHandleImpl$4
1926:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet
1927:             1             24  java.net.Inet6AddressImpl
1928:             1             24  java.net.Proxy
1929:             1             24  java.security.Policy$PolicyInfo
1930:             1             24  java.security.Policy$UnsupportedEmptyCollection
1931:             1             24  java.security.ProtectionDomain$2$1
1932:             1             24  java.time.format.DecimalStyle
1933:             1             24  java.time.temporal.IsoFields$Field$1
1934:             1             24  java.time.temporal.IsoFields$Field$2
1935:             1             24  java.time.temporal.IsoFields$Field$3
1936:             1             24  java.time.temporal.IsoFields$Field$4
1937:             1             24  java.util.AbstractMap$1$1
1938:             1             24  java.util.Collections$EmptyMap
1939:             1             24  java.util.Collections$SynchronizedRandomAccessList
1940:             1             24  java.util.Locale$Cache
1941:             1             24  java.util.PropertyPermissionCollection
1942:             1             24  java.util.ResourceBundle$Control$CandidateListCache
1943:             1             24  java.util.concurrent.ConcurrentLinkedDeque
1944:             1             24  java.util.concurrent.ConcurrentSkipListMap$Node
1945:             1             24  java.util.concurrent.TimeUnit$1
1946:             1             24  java.util.concurrent.TimeUnit$2
1947:             1             24  java.util.concurrent.TimeUnit$3
1948:             1             24  java.util.concurrent.TimeUnit$4
1949:             1             24  java.util.concurrent.TimeUnit$5
1950:             1             24  java.util.concurrent.TimeUnit$6
1951:             1             24  java.util.concurrent.TimeUnit$7
1952:             1             24  java.util.logging.LogManager$LoggerContext
1953:             1             24  java.util.logging.LoggingPermission
1954:             1             24  java.util.stream.Collectors$$Lambda$460/1132379993
1955:             1             24  java.util.stream.FindOps$FindSink$OfRef
1956:             1             24  java.util.stream.ForEachOps$ForEachOp$OfRef
1957:             1             24  java.util.stream.ReduceOps$2
1958:             1             24  java.util.stream.ReduceOps$2ReducingSink
1959:             1             24  java.util.stream.ReferencePipeline$7$1
1960:             1             24  javax.management.ObjectName$PatternProperty
1961:             1             24  javax.management.remote.rmi.RMIJRMPServerImpl$ExportedWrapper
1962:             1             24  javax.websocket.CloseReason
1963:             1             24  org.apache.catalina.ContainerEvent
1964:             1             24  org.apache.catalina.core.ApplicationContextFacade
1965:             1             24  org.apache.catalina.core.StandardContext$ContextFilterMaps
1966:             1             24  org.apache.catalina.mapper.Mapper$ContextList
1967:             1             24  org.apache.catalina.mapper.Mapper$MappedContext
1968:             1             24  org.apache.catalina.mapper.Mapper$MappedWrapper
1969:             1             24  org.apache.catalina.startup.CatalinaBaseConfigurationSource
1970:             1             24  org.apache.catalina.webresources.TomcatURLStreamHandlerFactory
1971:             1             24  org.apache.naming.StringManager
1972:             1             24  org.apache.tomcat.util.buf.CharsetCache$DummyCharset
1973:             1             24  org.apache.tomcat.util.file.ConfigurationSource$1
1974:             1             24  org.apache.tomcat.util.net.Acceptor
1975:             1             24  org.apache.tomcat.util.net.NioBlockingSelector
1976:             1             24  org.apache.tomcat.websocket.WsExtension
1977:             1             24  org.apache.tomcat.websocket.server.WsFilter
1978:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
1979:             1             24  org.slf4j.impl.StaticLoggerBinder
1980:             1             24  org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder
1981:             1             24  org.springframework.beans.factory.annotation.InitDestroyAnnotationBeanPostProcessor$LifecycleElement
1982:             1             24  org.springframework.beans.factory.annotation.InjectionMetadata
1983:             1             24  org.springframework.beans.factory.annotation.InjectionMetadata$1
